Data,Truck,CuT [%],Load,Speed (km/hr),Fuel Rate (l/h),Engine Hours,Operative Factor,Engine Speed (RPM),% Acel Pedal,Brakehorsepower
4818,CAEX 720DI718,0,EMPTY,24.0912,11.94,2791.791,,747,0,74.25
4819,CAEX 717AB608,0,EMPTY,28.8636,12.53,2791.7915,,752,0,96
4820,CAEX 715ABC628,0,EMPTY,22.4544,11.28,2791.7917,,749,0,74.25
4821,CAEX 714DC618,0,EMPTY,23.1488,11.56,2791.792,,748,0,95.5
4822,CAEX 710C708,0,EMPTY,29.4564,12.72,2791.7922,,750,0,85.25
4823,CAEX 719DCI708,0,EMPTY,23.8184,11.83,2791.7925,,745,0,95.25
4824,CAEX 723DC708,0,EMPTY,25.1824,12.38,2791.7927,,749,0,106.25
4825,CAEX 714DI609,0,EMPTY,26.6796,11.83,2791.793,,754,0,96.25
4826,CAEX 720DI719,0,EMPTY,27.7404,12.17,2791.7932,,752,0,74.75
4827,CAEX 717AB609,0,EMPTY,23.9424,11.88,2791.7937,,748,0,85
4828,CAEX 715ABC629,0,EMPTY,25.9932,11.61,2791.7939,,754,0,96.25
4829,CAEX 714DC619,0,EMPTY,26.0868,11.64,2791.7942,,751,0,85.25
4830,CAEX 710C709,0,EMPTY,31.3908,13.34,2791.7944,,755,0,85.75
4831,CAEX 719DCI709,0,EMPTY,27.9276,12.23,2791.7947,,754,0,85.5
4832,CAEX 723DC709,0,EMPTY,25.7776,12.62,2791.7949,,746,0,84.75
4833,CAEX 714DI610,0,EMPTY,27.3036,12.03,2791.7952,,751,0,106.75
4834,CAEX 720DI720,0,EMPTY,26.0256,12.72,2791.7957,,748,0,85
4835,CAEX 717AB610,0,EMPTY,24.116,11.95,2791.7959,,748,0,95.5
4836,CAEX 715ABC630,0,EMPTY,26.9604,11.92,2791.7961,,753,0,96.25
4837,CAEX 714DC620,0,EMPTY,27.3036,12.03,2791.7964,,755,0,96.5
4838,CAEX 710C710,0,EMPTY,25.4056,12.47,2791.7966,,746,0,74
4839,CAEX 719DCI710,0,EMPTY,26.3728,12.86,2791.7969,,749,0,95.75
4840,CAEX 723DC710,0,EMPTY,26.0244,11.62,2791.7971,,751,0,96
4841,CAEX 714DI611,0,EMPTY,26.2984,12.83,2791.7976,,742,0,94.75
4842,CAEX 720DI721,0,EMPTY,26.3676,11.73,2791.7979,,754,0,117.75
4843,CAEX 717AB611,0,EMPTY,23.2232,11.59,2791.7981,,742,0,94.75
4844,CAEX 715ABC631,0,EMPTY,26.1804,11.67,2791.7983,,759,0,107.75
4845,CAEX 714DC621,0,EMPTY,29.394,12.7,2791.7986,,754,0,85.5
4846,CAEX 710C711,0,EMPTY,26.6456,12.97,2791.7988,,747,0,74.25
4847,CAEX 719DCI711,0,EMPTY,26.9604,11.92,2791.7991,,754,0,96.25
4848,CAEX 723DC711,0,EMPTY,25.5564,11.47,2791.7996,,752,0,74.75
4849,CAEX 714DI612,0,EMPTY,26.6456,12.97,2791.7998,,748,0,74.25
4850,CAEX 720DI722,0,EMPTY,26.2428,11.69,2791.8,,750,0,95.75
4851,CAEX 717AB612,0,EMPTY,26.0868,11.64,2791.8003,,750,0,85
4852,CAEX 715ABC632,0,EMPTY,25.8272,12.64,2791.8005,,748,0,85
4853,CAEX 714DC622,0,EMPTY,27.21,12,2791.8008,,750,0,85
4854,CAEX 710C712,0,EMPTY,27.1476,11.98,2791.801,,750,0,95.75
4855,CAEX 719DCI712,0,EMPTY,23.8404,10.92,2791.8013,,754,0,85.5
4856,CAEX 723DC712,0,EMPTY,24.9344,12.28,2791.8018,,743,0,73.75
4857,CAEX 714DI613,0,EMPTY,24.736,12.2,2791.802,,735,0,93.75
4858,CAEX 720DI723,0,EMPTY,27.5844,12.12,2791.8022,,763,0,140.75
4859,CAEX 717AB613,0,EMPTY,27.1164,11.97,2791.8025,,750,0,63.75
4860,CAEX 715ABC633,0,EMPTY,23.4712,11.69,2791.8027,,749,0,85
4861,CAEX 714DC623,0,EMPTY,29.8932,12.86,2791.803,,754,0,85.5
4862,CAEX 710C713,0,EMPTY,23.7688,11.81,2791.8032,,746,0,84.5
4863,CAEX 719DCI713,0,EMPTY,24.1836,11.03,2791.8037,,750,0,95.75
4864,CAEX 723DC713,0,EMPTY,27.4596,12.08,2791.804,,751,0,96
4865,CAEX 714DI614,0,EMPTY,27.4908,12.09,2791.8042,,752,0,85.25
4866,CAEX 720DI724,0,EMPTY,27.6468,12.14,2791.8044,,750,0,85.25
4867,CAEX 717AB614,0,EMPTY,27.4908,12.09,2791.8047,,751,0,96
4868,CAEX 715ABC634,0,EMPTY,22.4544,11.28,2791.8049,,748,0,95.5
4869,CAEX 714DC624,0,EMPTY,24.3144,12.03,2791.8052,,749,0,95.75
4870,CAEX 710C714,0,EMPTY,27.8964,12.22,2791.8057,,753,0,96.25
4871,CAEX 719DCI714,0,EMPTY,23.744,11.8,2791.8059,,740,0,84
4872,CAEX 723DC714,0,EMPTY,24.3708,11.09,2791.8062,,765,0,130.5
4873,CAEX 714DI615,0,EMPTY,22.9256,11.47,2791.8064,,749,0,63.75
4874,CAEX 720DI725,0,EMPTY,25.8768,12.66,2791.8066,,746,0,84.75
4875,CAEX 717AB615,0,EMPTY,26.7732,11.86,2791.8069,,752,0,106.75
4876,CAEX 715ABC635,0,EMPTY,24.0416,11.92,2791.8071,,747,0,84.75
4877,CAEX 714DC625,0,EMPTY,28.1584,13.58,2791.8076,,748,0,95.5
4878,CAEX 710C715,0,EMPTY,28.2708,12.34,2791.8079,,750,0,95.75
4879,CAEX 719DCI715,0,EMPTY,27.366,12.05,2791.8081,,751,0,96
4880,CAEX 723DC715,0,EMPTY,25.806,11.55,2791.8083,,753,0,96.25
4881,CAEX 714DI616,0,EMPTY,29.4564,12.72,2791.8086,,760,0,97
4882,CAEX 720DI726,0,EMPTY,26.2488,12.81,2791.8088,,747,0,63.5
4883,CAEX 717AB616,0,EMPTY,26.9184,13.08,2791.8091,,739,0,84
4884,CAEX 715ABC636,0,EMPTY,24.6828,11.19,2791.8093,,758,0,118.25
4885,CAEX 714DC626,0,EMPTY,24.86,12.25,2791.8098,,731,0,83
4886,CAEX 710C716,0,EMPTY,26.1804,11.67,2791.8101,,765,0,141.25
4887,CAEX 719DCI716,0,EMPTY,24.984,12.3,2791.8103,,746,0,53
4888,CAEX 723DC716,0,EMPTY,28.0836,12.28,2791.8105,,750,0,95.75
4889,CAEX 714DI617,0,EMPTY,30.6732,13.11,2791.8108,,750,0,95.75
4890,CAEX 720DI727,0,EMPTY,25.356,12.45,2791.811,,741,0,84
4891,CAEX 717AB617,0,EMPTY,26.6172,11.81,2791.8113,,754,0,117.75
4892,CAEX 715ABC637,0,EMPTY,26.7696,13.02,2791.8118,,746,0,84.5
4893,CAEX 714DC627,0,EMPTY,28.6764,12.47,2791.812,,756,0,107.25
4894,CAEX 710C717,0,EMPTY,24.984,12.3,2791.8123,,747,0,74.25
4895,CAEX 719DCI717,0,EMPTY,26.7108,11.84,2791.8125,,752,0,96
4896,CAEX 723DC717,0,EMPTY,25.4004,11.42,2791.8127,,751,0,96
4897,CAEX 714DI618,0,EMPTY,25.7124,11.52,2791.813,,753,0,85.5
4898,CAEX 720DI728,0,EMPTY,22.8512,11.44,2791.8132,,746,0,84.75
4899,CAEX 717AB618,0,EMPTY,26.5712,12.94,2791.8137,,726,0,92.75
4900,CAEX 715ABC638,0,EMPTY,26.5236,11.78,2791.814,,763,0,162.5
4901,CAEX 714DC628,0,EMPTY,25.2816,12.42,2791.8142,,744,0,63.25
4902,CAEX 710C718,0,EMPTY,25.4004,11.42,2791.8145,,754,0,96.25
4903,CAEX 719DCI718,0,EMPTY,24.6616,12.17,2791.8147,,744,0,84.5
4904,CAEX 723DC718,0,EMPTY,24.0912,11.94,2791.8149,,747,0,95.5
4905,CAEX 714DI619,0,EMPTY,27.99,12.25,2791.8152,,754,0,107
4906,CAEX 720DI729,0,EMPTY,24.984,12.3,2791.8157,,748,0,85
4907,CAEX 717AB619,0,EMPTY,25.2568,12.41,2791.8159,,745,0,95.25
4908,CAEX 715ABC639,0,EMPTY,26.5236,11.78,2791.8162,,758,0,96.75
4909,CAEX 714DC629,0,EMPTY,26.7732,11.86,2791.8164,,752,0,74.75
4910,CAEX 710C719,0,EMPTY,24.4644,11.12,2791.8167,,752,0,85.25
4911,CAEX 719DCI719,0,EMPTY,24.984,12.3,2791.8169,,739,0,84
4912,CAEX 723DC719,0,EMPTY,24.4632,12.09,2791.8171,,749,0,117
4913,CAEX 714DI620,0,EMPTY,26.0504,12.73,2791.8174,,732,0,103.75
4914,CAEX 720DI730,0,EMPTY,25.2756,11.38,2791.8179,,767,0,152.5
4915,CAEX 717AB620,0,EMPTY,24.3144,12.03,2791.8181,,741,0,42
4916,CAEX 715ABC640,0,EMPTY,27.99,12.25,2791.8184,,752,0,106.75
4917,CAEX 714DC630,0,EMPTY,23.8432,11.84,2791.8186,,746,0,84.5
4918,CAEX 710C720,0,EMPTY,29.0508,12.59,2791.8188,,754,0,96.25
4919,CAEX 719DCI720,0,EMPTY,22.6032,11.34,2791.8191,,749,0,85
4920,CAEX 723DC720,0,EMPTY,27.6624,13.38,2791.8193,,740,0,84
4921,CAEX 714DI621,0,EMPTY,26.8356,11.88,2791.8198,,756,0,118.25
4922,CAEX 720DI731,0,EMPTY,22.3056,11.22,2791.8201,,748,0,84.75
4923,CAEX 717AB621,0,EMPTY,26.2428,11.69,2791.8203,,753,0,96.25
4924,CAEX 715ABC641,0,EMPTY,27.5632,13.34,2791.8206,,742,0,84.25
4925,CAEX 714DC631,0,EMPTY,28.2708,12.34,2791.8208,,750,0,106.5
4926,CAEX 710C721,0,EMPTY,27.1164,11.97,2791.821,,753,0,96.25
4927,CAEX 719DCI721,0,EMPTY,28.8528,13.86,2791.8213,,740,0,84
4928,CAEX 723DC721,0,EMPTY,27.4596,12.08,2791.8218,,760,0,129.5
4929,CAEX 714DI622,0,EMPTY,25.7528,12.61,2791.822,,743,0,63.25
4930,CAEX 720DI732,0,EMPTY,23.8404,10.92,2791.8223,,754,0,96.25
4931,CAEX 717AB622,0,EMPTY,26.9292,11.91,2791.8225,,752,0,85.5
4932,CAEX 715ABC642,0,EMPTY,25.9308,11.59,2791.8228,,753,0,85.5
4933,CAEX 714DC632,0,EMPTY,24.3708,11.09,2791.823,,751,0,74.5
4934,CAEX 710C722,0,EMPTY,25.7124,11.52,2791.8232,,750,0,85
4935,CAEX 719DCI722,0,EMPTY,25.0832,12.34,2791.8237,,748,0,74.25
4936,CAEX 723DC722,0,EMPTY,26.4224,12.88,2791.824,,749,0,85
4937,CAEX 714DI623,0,EMPTY,26.9604,11.92,2791.8242,,750,0,85
4938,CAEX 720DI733,0,EMPTY,24.9324,11.27,2791.8245,,753,0,85.5
4939,CAEX 717AB623,0,EMPTY,25.8996,11.58,2791.8247,,751,0,74.5
4940,CAEX 715ABC643,0,EMPTY,25.2816,12.42,2791.825,,749,0,85
4941,CAEX 714DC633,0,EMPTY,25.6288,12.56,2791.8252,,744,0,84.5
4942,CAEX 710C723,0,EMPTY,26.2428,11.69,2791.8254,,756,0,118
4943,CAEX 719DCI723,0,EMPTY,26.224,12.8,2791.8259,,746,0,74
4944,CAEX 723DC723,0,EMPTY,27.4908,12.09,2791.8262,,750,0,95.75
4945,CAEX 714DI624,0,EMPTY,27.5844,12.12,2791.8264,,751,0,96
4946,CAEX 720DI734,0,EMPTY,23.7468,10.89,2791.8267,,757,0,86
4947,CAEX 717AB624,0,EMPTY,27.1164,11.97,2791.8269,,750,0,63.75
4948,CAEX 715ABC644,0,EMPTY,25.9512,12.69,2791.8271,,744,0,74
4949,CAEX 714DC634,0,EMPTY,24.4332,11.11,2791.8274,,750,0,85
4950,CAEX 710C724,0,EMPTY,26.8688,13.06,2791.8279,,746,0,84.75
4951,CAEX 719DCI724,0,EMPTY,25.6288,12.56,2791.8281,,749,0,95.75
4952,CAEX 723DC724,0,EMPTY,23.2728,11.61,2791.8284,,749,0,95.75
4953,CAEX 714DI625,0,EMPTY,23.4036,10.78,2791.8286,,755,0,96.5
4954,CAEX 720DI735,0,EMPTY,24.0168,11.91,2791.8289,,748,0,74.25
4955,CAEX 717AB625,0,EMPTY,27.7368,13.41,2791.8291,,746,0,84.75
4956,CAEX 715ABC645,0,EMPTY,26.7108,11.84,2791.8293,,754,0,96.25
4957,CAEX 714DC635,0,EMPTY,25.8272,12.64,2791.8298,,747,0,74.25
4958,CAEX 710C725,0,EMPTY,28.9572,12.56,2791.8301,,754,0,85.5
4959,CAEX 719DCI725,0,EMPTY,24.3888,12.06,2791.8303,,748,0,84.75
4960,CAEX 723DC725,0,EMPTY,29.8932,12.86,2791.8306,,750,0,95.75
4961,CAEX 714DI626,0,EMPTY,24.0912,11.94,2791.8308,,746,0,84.75
4962,CAEX 720DI736,0,EMPTY,23.5456,11.72,2791.8311,,749,0,95.75
4963,CAEX 717AB626,0,EMPTY,24.3144,12.03,2791.8313,,748,0,95.5
4964,CAEX 715ABC646,0,EMPTY,27.7404,12.17,2791.8318,,752,0,106.75
4965,CAEX 714DC636,0,EMPTY,25.5544,12.53,2791.832,,748,0,84.75
4966,CAEX 710C726,0,EMPTY,28.0524,12.27,2791.8323,,754,0,85.5
4967,CAEX 719DCI726,0,EMPTY,30.2676,12.98,2791.8325,,752,0,85.25
4968,CAEX 723DC726,0,EMPTY,23.1984,11.58,2791.8328,,749,0,74.25
4969,CAEX 714DI627,0,EMPTY,28.8324,12.52,2791.833,,750,0,85.25
4970,CAEX 720DI737,0,EMPTY,26.0244,11.62,2791.8333,,753,0,96.25
4971,CAEX 717AB627,0,EMPTY,23.7688,11.81,2791.8335,,748,0,74.25
4972,CAEX 715ABC647,0,EMPTY,27.054,11.95,2791.834,,750,0,95.75
4973,CAEX 714DC637,0,EMPTY,29.706,12.8,2791.8342,,750,0,85
4974,CAEX 710C727,0,EMPTY,29.7372,12.81,2791.8345,,751,0,96
4975,CAEX 719DCI727,0,EMPTY,27.34,13.25,2791.8347,,745,0,84.5
4976,CAEX 723DC727,0,EMPTY,26.6796,11.83,2791.835,,751,0,106.5
4977,CAEX 714DI628,0,EMPTY,21.264,10.8,2791.8352,,749,0,85
4978,CAEX 720DI738,0,EMPTY,27.366,12.05,2791.8354,,753,0,96.25
4979,CAEX 717AB628,0,EMPTY,27.99,12.25,2791.8359,,752,0,74.75
4980,CAEX 715ABC648,0,EMPTY,22.4296,11.27,2791.8362,,748,0,84.75
4981,CAEX 714DC638,0,EMPTY,25.2132,11.36,2791.8364,,750,0,95.75
4982,CAEX 710C728,0,EMPTY,25.2816,12.42,2791.8367,,748,0,85
4983,CAEX 719DCI728,0,EMPTY,26.5236,11.78,2791.8369,,766,0,87
4984,CAEX 723DC728,0,EMPTY,26.4924,11.77,2791.8372,,750,0,63.75
4985,CAEX 714DI629,0,EMPTY,25.8768,12.66,2791.8374,,746,0,84.75
4986,CAEX 720DI739,0,EMPTY,25.4056,12.47,2791.8379,,749,0,95.75
4987,CAEX 717AB629,0,EMPTY,27.1164,11.97,2791.8381,,751,0,85.25
4988,CAEX 715ABC649,0,EMPTY,24.9324,11.27,2791.8384,,750,0,95.75
4989,CAEX 714DC639,0,EMPTY,26.0244,11.62,2791.8386,,752,0,96
4990,CAEX 710C729,0,EMPTY,26.9928,13.11,2791.8389,,748,0,84.75
4991,CAEX 719DCI729,0,EMPTY,26.7732,11.86,2791.8391,,757,0,96.75
4992,CAEX 723DC729,0,EMPTY,25.7776,12.62,2791.8394,,744,0,74
4993,CAEX 714DI630,0,EMPTY,25.4628,11.44,2791.8398,,753,0,106.75
4994,CAEX 720DI740,0,EMPTY,23.8928,11.86,2791.8401,,747,0,84.75
4995,CAEX 717AB630,0,EMPTY,24.3144,12.03,2791.8403,,749,0,95.75
4996,CAEX 715ABC650,0,EMPTY,26.3728,12.86,2791.8406,,741,0,94.5
4997,CAEX 714DC640,0,EMPTY,26.4924,11.77,2791.8408,,771,0,120.5
4998,CAEX 710C730,0,EMPTY,24.0168,11.91,2791.8411,,744,0,42.25
4999,CAEX 719DCI730,0,EMPTY,26.224,12.8,2791.8413,,748,0,106.25
5000,CAEX 723DC730,0,EMPTY,28.5204,12.42,2791.8416,,750,0,95.75
5001,CAEX 714DI631,0,EMPTY,26.5236,11.78,2791.842,,751,0,96
5002,CAEX 720DI741,0,EMPTY,29.2692,12.66,2791.8423,,754,0,96.25
5003,CAEX 717AB631,0,EMPTY,24.5128,12.11,2791.8425,,749,0,85
5004,CAEX 715ABC651,0,EMPTY,25.7436,11.53,2791.8428,,750,0,85
5005,CAEX 714DC641,0,EMPTY,24.7856,12.22,2791.843,,749,0,95.75
5006,CAEX 710C731,0,EMPTY,29.2068,12.64,2791.8433,,750,0,85.25
5007,CAEX 719DCI731,0,EMPTY,25.3068,11.39,2791.8435,,752,0,96
5008,CAEX 723DC731,0,EMPTY,26.3364,11.72,2791.844,,753,0,85.5
5009,CAEX 714DI632,0,EMPTY,28.0344,13.53,2791.8442,,744,0,84.5
5010,CAEX 720DI742,0,EMPTY,27.6872,13.39,2791.8445,,740,0,94.5
5011,CAEX 717AB632,0,EMPTY,28.8636,12.53,2791.8447,,768,0,130.75
5012,CAEX 715ABC652,0,EMPTY,25.4304,12.48,2791.845,,745,0,52.75
5013,CAEX 714DC642,0,EMPTY,26.3728,12.86,2791.8452,,749,0,95.75
5014,CAEX 710C732,0,EMPTY,28.8636,12.53,2791.8455,,750,0,95.75
5015,CAEX 719DCI732,0,EMPTY,24.2896,12.02,2791.8459,,747,0,95.5
5016,CAEX 723DC732,0,EMPTY,24.3708,11.09,2791.8462,,754,0,96.25
5017,CAEX 714DI633,0,EMPTY,26.4224,12.88,2791.8464,,748,0,74.25
5018,CAEX 720DI743,0,EMPTY,23.0744,11.53,2791.8467,,749,0,85
5019,CAEX 717AB633,0,EMPTY,23.8432,11.84,2791.8469,,748,0,95.5
5020,CAEX 715ABC653,0,EMPTY,24.5892,11.16,2791.8472,,751,0,85.25
5021,CAEX 714DC643,0,EMPTY,28.2396,12.33,2791.8474,,752,0,85.5
5022,CAEX 710C733,0,EMPTY,23.8184,11.83,2791.8477,,749,0,74.25
5023,CAEX 719DCI733,0,EMPTY,24.116,11.95,2791.8481,,746,0,84.75
5024,CAEX 723DC733,0,EMPTY,25.48,12.5,2791.8484,,738,0,94.25
5025,CAEX 714DI634,0,EMPTY,27.99,12.25,2791.8486,,770,0,120.25
5026,CAEX 720DI744,0,EMPTY,23.5456,11.72,2791.8489,,743,0,42
5027,CAEX 717AB634,0,EMPTY,26.1492,11.66,2791.8491,,752,0,106.75
5028,CAEX 715ABC654,0,EMPTY,24.246,11.05,2791.8494,,750,0,85
5029,CAEX 714DC644,0,EMPTY,27.834,12.2,2791.8496,,751,0,96
5030,CAEX 710C734,0,EMPTY,26.0504,12.73,2791.8501,,748,0,85
5031,CAEX 719DCI734,0,EMPTY,24.9324,11.27,2791.8503,,752,0,96
5032,CAEX 723DC734,0,EMPTY,24.0912,11.94,2791.8506,,749,0,85
5033,CAEX 714DI635,0,EMPTY,27.054,11.95,2791.8508,,753,0,85.5
5034,CAEX 720DI745,0,EMPTY,24.9096,12.27,2791.8511,,745,0,74
5035,CAEX 717AB635,0,EMPTY,27.4596,12.08,2791.8513,,751,0,96
5036,CAEX 715ABC655,0,EMPTY,28.146,12.3,2791.8516,,755,0,85.75
5037,CAEX 714DC645,0,EMPTY,25.7032,12.59,2791.8521,,742,0,73.5
5038,CAEX 710C735,0,EMPTY,25.4056,12.47,2791.8523,,737,0,104.5
5039,CAEX 719DCI735,0,EMPTY,24.1524,11.02,2791.8525,,768,0,130.75
5040,CAEX 723DC735,0,EMPTY,25.5544,12.53,2791.8528,,748,0,53
5041,CAEX 714DI636,0,EMPTY,25.1328,12.36,2791.853,,746,0,84.75
5042,CAEX 720DI746,0,EMPTY,27.4908,12.09,2791.8533,,752,0,96
5043,CAEX 717AB636,0,EMPTY,23.62,11.75,2791.8535,,749,0,74.25
5044,CAEX 715ABC656,0,EMPTY,30.3924,13.02,2791.854,,752,0,96
5045,CAEX 714DC646,0,EMPTY,25.5876,11.48,2791.8542,,753,0,85.5
5046,CAEX 710C736,0,EMPTY,26.6172,11.81,2791.8545,,753,0,85.5
5047,CAEX 719DCI736,0,EMPTY,24.984,12.3,2791.8547,,744,0,73.75
5048,CAEX 723DC736,0,EMPTY,25.9308,11.59,2791.855,,756,0,96.75
5049,CAEX 714DI637,0,EMPTY,28.5828,12.44,2791.8552,,751,0,74.5
5050,CAEX 720DI747,0,EMPTY,24.364,12.05,2791.8555,,743,0,84.25
5051,CAEX 717AB637,0,EMPTY,24.6828,11.19,2791.8557,,754,0,96.25
5052,CAEX 715ABC657,0,EMPTY,26.6456,12.97,2791.8562,,728,0,82.5
5053,CAEX 714DC647,0,EMPTY,26.6796,11.83,2791.8564,,770,0,153
5054,CAEX 710C737,0,EMPTY,22.4544,11.28,2791.8567,,745,0,52.75
5055,CAEX 719DCI737,0,EMPTY,21.2144,10.78,2791.8569,,749,0,95.75
5056,CAEX 723DC737,0,EMPTY,26.43,11.75,2791.8572,,753,0,85.5
5057,CAEX 714DI638,0,EMPTY,25.8272,12.64,2791.8574,,748,0,74.25
5058,CAEX 720DI748,0,EMPTY,25.5564,11.47,2791.8577,,752,0,96
5059,CAEX 717AB638,0,EMPTY,21.6856,10.97,2791.8582,,749,0,74.5
5060,CAEX 715ABC658,0,EMPTY,25.1824,12.38,2791.8584,,745,0,84.5
5061,CAEX 714DC648,0,EMPTY,25.7124,11.52,2791.8586,,756,0,96.5
5062,CAEX 710C738,0,EMPTY,24.24,12,2791.8589,,749,0,74.25
5063,CAEX 719DCI738,0,EMPTY,26.9292,11.91,2791.8591,,753,0,85.5
5064,CAEX 723DC738,0,EMPTY,25.65,11.5,2791.8594,,751,0,85.25
5065,CAEX 714DI639,0,EMPTY,24.9096,12.27,2791.8596,,744,0,74
5066,CAEX 720DI749,0,EMPTY,25.356,12.45,2791.8601,,735,0,104.25
5067,CAEX 717AB639,0,EMPTY,24.3708,11.09,2791.8604,,758,0,129
5068,CAEX 715ABC659,0,EMPTY,26.2984,12.83,2791.8606,,747,0,63.5
5069,CAEX 714DC649,0,EMPTY,27.8964,12.22,2791.8608,,751,0,96
5070,CAEX 710C739,0,EMPTY,25.2072,12.39,2791.8611,,749,0,85
5071,CAEX 719DCI739,0,EMPTY,27.21,12,2791.8613,,750,0,95.75
5072,CAEX 723DC739,0,EMPTY,26.274,11.7,2791.8616,,755,0,96.5
5073,CAEX 714DI640,0,EMPTY,24.6616,12.17,2791.8621,,744,0,74
5074,CAEX 720DI750,0,EMPTY,22.8732,10.61,2791.8623,,756,0,96.75
5075,CAEX 717AB640,0,EMPTY,24.736,12.2,2791.8625,,748,0,74.25
5076,CAEX 715ABC660,0,EMPTY,25.2132,11.36,2791.8628,,750,0,85
5077,CAEX 714DC650,0,EMPTY,25.6288,12.56,2791.863,,744,0,84.5
5078,CAEX 710C740,0,EMPTY,26.274,11.7,2791.8633,,752,0,96
5079,CAEX 719DCI740,0,EMPTY,26.0244,11.62,2791.8635,,750,0,95.75
5080,CAEX 723DC740,0,EMPTY,28.084,13.55,2791.8638,,735,0,83.5
5081,CAEX 714DI641,0,EMPTY,26.2428,11.69,2791.8643,,762,0,129.75
5082,CAEX 720DI751,0,EMPTY,25.7436,11.53,2791.8645,,750,0,63.75
5083,CAEX 717AB641,0,EMPTY,27.1476,11.98,2791.8647,,750,0,85.25
5084,CAEX 715ABC661,0,EMPTY,22.7272,11.39,2791.865,,746,0,84.75
5085,CAEX 714DC651,0,EMPTY,22.8512,11.44,2791.8652,,748,0,95.5
5086,CAEX 710C741,0,EMPTY,24.2772,11.06,2791.8655,,750,0,85
5087,CAEX 719DCI741,0,EMPTY,28.146,12.3,2791.8657,,750,0,85.25
5088,CAEX 723DC741,0,EMPTY,23.1984,11.58,2791.8662,,746,0,84.75
5089,CAEX 714DI642,0,EMPTY,28.146,12.3,2791.8665,,754,0,107
5090,CAEX 720DI752,0,EMPTY,25.0572,11.31,2791.8667,,750,0,74.5
5091,CAEX 717AB642,0,EMPTY,25.604,12.55,2791.8669,,748,0,85
5092,CAEX 715ABC662,0,EMPTY,27.9276,12.23,2791.8672,,755,0,96.5
5093,CAEX 714DC652,0,EMPTY,24.6368,12.16,2791.8674,,748,0,74.25
5094,CAEX 710C742,0,EMPTY,27.0228,11.94,2791.8677,,758,0,86
5095,CAEX 719DCI742,0,EMPTY,23.31,10.75,2791.8682,,757,0,75.25
5096,CAEX 723DC742,0,EMPTY,24.9096,12.27,2791.8684,,740,0,52.5
5097,CAEX 714DI643,0,EMPTY,26.7732,11.86,2791.8687,,750,0,106.5
5098,CAEX 720DI753,0,EMPTY,22.8016,11.42,2791.8689,,749,0,85
5099,CAEX 717AB643,0,EMPTY,25.7436,11.53,2791.8691,,751,0,85.25
5100,CAEX 715ABC663,0,EMPTY,26.0256,12.72,2791.8694,,742,0,73.75
5101,CAEX 714DC653,0,EMPTY,25.7124,11.52,2791.8696,,755,0,107.25
5102,CAEX 710C743,0,EMPTY,25.5296,12.52,2791.8701,,745,0,74
5103,CAEX 719DCI743,0,EMPTY,27.054,11.95,2791.8704,,756,0,96.5
5104,CAEX 723DC743,0,EMPTY,26.0868,11.64,2791.8706,,755,0,64.25
5105,CAEX 714DI644,0,EMPTY,23.2232,11.59,2791.8708,,746,0,63.5
5106,CAEX 720DI754,0,EMPTY,23.496,11.7,2791.8711,,745,0,95.25
5107,CAEX 717AB644,0,EMPTY,26.8356,11.88,2791.8713,,760,0,107.75
5108,CAEX 715ABC664,0,EMPTY,30.4236,13.03,2791.8716,,751,0,64
5109,CAEX 714DC654,0,EMPTY,25.7436,11.53,2791.8718,,758,0,96.75
5110,CAEX 710C744,0,EMPTY,23.8184,11.83,2791.8723,,744,0,63.25
5111,CAEX 719DCI744,0,EMPTY,25.4056,12.47,2791.8726,,748,0,106.25
5112,CAEX 723DC744,0,EMPTY,29.2692,12.66,2791.8728,,751,0,85.25
5113,CAEX 714DI645,0,EMPTY,24.1836,11.03,2791.873,,754,0,85.75
5114,CAEX 720DI755,0,EMPTY,25.7436,11.53,2791.8733,,750,0,74.5
5115,CAEX 717AB645,0,EMPTY,26.224,12.8,2791.8735,,749,0,85
5116,CAEX 715ABC665,0,EMPTY,25.0088,12.31,2791.8738,,746,0,84.75
5117,CAEX 714DC655,0,EMPTY,25.604,12.55,2791.8743,,748,0,95.5
5118,CAEX 710C745,0,EMPTY,24.7764,11.22,2791.8745,,753,0,96.25
5119,CAEX 719DCI745,0,EMPTY,26.2488,12.81,2791.8748,,748,0,85
5120,CAEX 723DC745,0,EMPTY,24.9324,11.27,2791.875,,754,0,96.25
5121,CAEX 714DI646,0,EMPTY,25.1508,11.34,2791.8752,,750,0,74.5
5122,CAEX 720DI756,0,EMPTY,25.2132,11.36,2791.8755,,756,0,75
5123,CAEX 717AB646,0,EMPTY,25.8272,12.64,2791.8757,,746,0,84.75
5124,CAEX 715ABC666,0,EMPTY,25.5296,12.52,2791.8762,,748,0,95.5
5125,CAEX 714DC656,0,EMPTY,23.466,10.8,2791.8765,,754,0,96.25
5126,CAEX 710C746,0,EMPTY,29.1132,12.61,2791.8767,,751,0,74.5
5127,CAEX 719DCI746,0,EMPTY,25.8272,12.64,2791.877,,745,0,84.5
5128,CAEX 723DC746,0,EMPTY,27.0228,11.94,2791.8772,,750,0,95.75
5129,CAEX 714DI647,0,EMPTY,22.7796,10.58,2791.8774,,752,0,96
5130,CAEX 720DI757,0,EMPTY,27.5844,12.12,2791.8777,,752,0,85.25
5131,CAEX 717AB647,0,EMPTY,24.7112,12.19,2791.8782,,748,0,85
