Data,Truck,CuT [%],Load,Speed (km/hr),Fuel Rate (l/h),Engine Hours,Operative Factor,Engine Speed (RPM),% Acel Pedal,Brakehorsepower
3409,CAEX 714DI432,0,EMPTY,24.6828,11.19,2791.3755,,750,0,85
3410,CAEX 720DI542,0,EMPTY,29.4876,12.73,2791.3757,,752,0,85.5
3411,CAEX 717AB432,0,EMPTY,22.876,11.45,2791.3762,,746,0,74
3412,CAEX 715ABC452,0,EMPTY,25.9932,11.61,2791.3765,,751,0,85.25
3413,CAEX 714DC442,0,EMPTY,23.7688,11.81,2791.3767,,749,0,85
3414,CAEX 710C532,0,EMPTY,27.3036,12.03,2791.377,,752,0,85.25
3415,CAEX 719DCI532,0,EMPTY,24.2896,12.02,2791.3772,,746,0,74
3416,CAEX 723DC532,0,EMPTY,26.0256,12.72,2791.3774,,742,0,94.75
3417,CAEX 714DI433,0,EMPTY,21.6876,10.23,2791.3777,,765,0,119.5
3418,CAEX 720DI543,0,EMPTY,23.0744,11.53,2791.3782,,746,0,42.25
3419,CAEX 717AB433,0,EMPTY,24.1904,11.98,2791.3784,,746,0,84.75
3420,CAEX 715ABC453,0,EMPTY,24.9324,11.27,2791.3787,,750,0,85
3421,CAEX 714DC443,0,EMPTY,25.1196,11.33,2791.3789,,750,0,74.5
3422,CAEX 710C533,0,EMPTY,23.3968,11.66,2791.3792,,747,0,84.75
3423,CAEX 719DCI533,0,EMPTY,24.7112,12.19,2791.3794,,748,0,85
3424,CAEX 723DC533,0,EMPTY,24.4644,11.12,2791.3796,,754,0,85.5
3425,CAEX 714DI434,0,EMPTY,26.3364,11.72,2791.3828,,796,0,45
3426,CAEX 720DI544,0,EMPTY,29.9556,12.88,2791.3831,,758,0,53.75
3427,CAEX 717AB434,0,EMPTY,27.1164,11.97,2791.3833,,756,0,107.25
3428,CAEX 715ABC454,0,EMPTY,24.3708,11.09,2791.3835,,774,0,87.75
3429,CAEX 714DC444,0,EMPTY,24.2896,12.02,2791.3838,,748,0,21
3430,CAEX 710C534,0,EMPTY,20.9416,10.67,2791.3843,,748,0,74.25
3431,CAEX 719DCI534,0,EMPTY,25.7776,12.62,2791.3845,,738,0,62.75
3432,CAEX 723DC534,0,EMPTY,28.614,12.45,2791.3848,,753,0,117.5
3433,CAEX 714DI435,0,EMPTY,23.0604,10.67,2791.385,,766,0,87
3434,CAEX 720DI545,0,EMPTY,21.1572,10.06,2791.3857,,845,0,0
3435,CAEX 717AB435,0,EMPTY,25.2756,11.38,2791.3872,,835,0,94.75
3436,CAEX 715ABC455,0,EMPTY,26.224,12.8,2791.3875,,748,0,0
3437,CAEX 714DC445,0,EMPTY,27.8964,12.22,2791.3877,,763,0,140.75
3438,CAEX 710C535,0,EMPTY,29.6436,12.78,2791.3879,,752,0,85.25
3439,CAEX 719DCI535,0,EMPTY,26.9604,11.92,2791.3884,,754,0,117.75
3440,CAEX 723DC535,0,EMPTY,22.3428,10.44,2791.3896,,790,0,168.25
3441,CAEX 714DI436,0,EMPTY,29.2068,12.64,2791.3899,,753,0,32
3442,CAEX 720DI546,0,EMPTY,23.0604,10.67,2791.3911,,831,0,188.75
3443,CAEX 717AB436,0,EMPTY,24.5376,12.12,2791.3914,,740,0,0
3444,CAEX 715ABC456,0,EMPTY,26.2428,11.69,2791.3926,,807,0,275
3445,CAEX 714DC446,0,EMPTY,23.2476,10.73,2791.3936,,1096,0,0
3446,CAEX 710C536,0,EMPTY,22.374,10.45,2791.3943,,785,0,0
3447,CAEX 719DCI536,0,EMPTY,26.0256,12.72,2791.3945,,718,0,0
3448,CAEX 723DC536,0.8368,SULPHUR,17.9436,9.03,2791.3975,,846,0,0
3449,CAEX 714DI437,0,EMPTY,24.5128,12.11,2791.3977,,705,0,0
3450,CAEX 720DI547,0,EMPTY,21.016,10.7,2791.3979,,749,0,95.75
3451,CAEX 717AB437,0,EMPTY,23.0496,11.52,2791.3984,,724,0,20.5
3452,CAEX 715ABC457,0,EMPTY,21.2196,10.08,2791.3997,,834,0,130.25
3453,CAEX 714DC447,0,EMPTY,23.8184,11.83,2791.3999,,740,0,0
3454,CAEX 710C537,0.8316,SULPHUR,14.2308,7.84,2791.4009,,1017,0,57.75
3455,CAEX 719DCI537,0.8317,SULPHUR,16.9764,8.72,2791.4011,,885,0,0
3456,CAEX 723DC537,0,EMPTY,21.3132,10.11,2791.4014,,769,0,0
3457,CAEX 714DI438,0,EMPTY,23.3472,11.64,2791.4016,,698,0,0
3458,CAEX 720DI548,0,EMPTY,20.8672,10.64,2791.4019,,734,0,114.75
3459,CAEX 717AB438,0,EMPTY,20.7184,10.58,2791.4023,,738,0,73.25
3460,CAEX 715ABC458,0,EMPTY,26.0256,12.72,2791.4026,,727,0,92.75
3461,CAEX 714DC448,0,EMPTY,28.7076,12.48,2791.4028,,750,0,138.5
3462,CAEX 710C538,0,EMPTY,32.0772,13.56,2791.4031,,750,0,106.5
3463,CAEX 719DCI538,0,EMPTY,26.9928,13.11,2791.4033,,747,0,95.5
3464,CAEX 723DC538,0,EMPTY,28.4268,12.39,2791.4055,,784,0,0
3465,CAEX 714DI439,0,EMPTY,25.1196,11.33,2791.4075,,784,0,0
3466,CAEX 720DI549,0,EMPTY,26.8668,11.89,2791.4087,,791,0,236
3467,CAEX 717AB439,0,EMPTY,22.8108,10.59,2791.4089,,750,0,10.5
3468,CAEX 715ABC459,0,EMPTY,21.6856,10.97,2791.4092,,743,0,73.75
3469,CAEX 714DC449,0,EMPTY,26.274,11.7,2791.4094,,756,0,107.25
3470,CAEX 710C539,0,EMPTY,24.86,12.25,2791.4097,,749,0,74.5
3471,CAEX 719DCI539,0,EMPTY,25.4628,11.44,2791.4099,,750,0,85.25
3472,CAEX 723DC539,0,EMPTY,25.3068,11.39,2791.4102,,752,0,96
3473,CAEX 714DI440,0,EMPTY,26.596,12.95,2791.4106,,730,0,72.5
3474,CAEX 720DI550,0,EMPTY,25.1196,11.33,2791.4109,,763,0,151.5
3475,CAEX 717AB440,0,EMPTY,26.3364,11.72,2791.4111,,751,0,64
3476,CAEX 715ABC460,0,EMPTY,24.3144,12.03,2791.4114,,747,0,84.75
3477,CAEX 714DC450,0,EMPTY,27.3036,12.03,2791.4175,,750,0,95.75
3478,CAEX 710C540,0,EMPTY,27.8112,13.44,2791.4177,,747,0,106
3479,CAEX 719DCI540,0,EMPTY,28.4268,12.39,2791.418,,758,0,118.5
3480,CAEX 723DC540,0,EMPTY,26.9928,13.11,2791.4182,,746,0,84.75
3481,CAEX 714DI441,0,EMPTY,26.1744,12.78,2791.4187,,748,0,116.75
3482,CAEX 720DI551,0,EMPTY,28.2708,12.34,2791.4189,,750,0,117
3483,CAEX 717AB441,0,EMPTY,23.5908,10.84,2791.4192,,769,0,109
3484,CAEX 715ABC461,0,EMPTY,22.6528,11.36,2791.4194,,746,0,31.75
3485,CAEX 714DC451,0,EMPTY,23.6944,11.78,2791.4197,,747,0,84.75
3486,CAEX 710C541,0,EMPTY,26.7732,11.86,2791.4199,,754,0,85.75
3487,CAEX 719DCI541,0,EMPTY,24.4384,12.08,2791.4202,,743,0,73.75
3488,CAEX 723DC541,0,EMPTY,26.6796,11.83,2791.4207,,751,0,106.5
3489,CAEX 714DI442,0,EMPTY,26.9292,11.91,2791.4209,,753,0,85.5
3490,CAEX 720DI552,0,EMPTY,25.1328,12.36,2791.4211,,748,0,74.25
3491,CAEX 717AB442,0,EMPTY,23.0604,10.67,2791.4214,,754,0,85.5
3492,CAEX 715ABC462,0,EMPTY,27.8112,13.44,2791.4216,,724,0,72
3493,CAEX 714DC452,0,EMPTY,27.3036,12.03,2791.4219,,773,0,164.75
3494,CAEX 710C542,0,EMPTY,23.2728,11.61,2791.4221,,745,0,42.25
3495,CAEX 719DCI542,0,EMPTY,24.8104,12.23,2791.4226,,743,0,95
3496,CAEX 723DC542,0,EMPTY,25.806,11.55,2791.4229,,758,0,107.5
3497,CAEX 714DI443,0,EMPTY,22.9256,11.47,2791.4231,,749,0,74.5
3498,CAEX 720DI553,0,EMPTY,22.256,11.2,2791.4233,,748,0,85
3499,CAEX 717AB443,0,EMPTY,24.714,11.2,2791.4236,,750,0,85
3500,CAEX 715ABC463,0,EMPTY,25.8996,11.58,2791.4238,,753,0,85.5
3501,CAEX 714DC453,0,EMPTY,27.054,11.95,2791.4241,,754,0,74.75
3502,CAEX 710C543,0,EMPTY,23.6532,10.86,2791.4246,,750,0,74.5
3503,CAEX 719DCI543,0,EMPTY,27.834,12.2,2791.4248,,752,0,85.5
3504,CAEX 723DC543,0,EMPTY,25.6288,12.56,2791.425,,743,0,63.25
3505,CAEX 714DI444,0,EMPTY,25.9932,11.61,2791.4253,,764,0,119.25
3506,CAEX 720DI554,0,EMPTY,22.2312,11.19,2791.4255,,741,0,42
3507,CAEX 717AB444,0,EMPTY,24.9324,11.27,2791.4258,,752,0,106.75
3508,CAEX 715ABC464,0,EMPTY,24.116,11.95,2791.426,,748,0,74.25
3509,CAEX 714DC454,0,EMPTY,30.0492,12.91,2791.4263,,750,0,95.75
3510,CAEX 710C544,0,EMPTY,23.7156,10.88,2791.4268,,750,0,85.25
3511,CAEX 719DCI544,0,EMPTY,26.9432,13.09,2791.427,,746,0,84.75
3512,CAEX 723DC544,0,EMPTY,29.2692,12.66,2791.4272,,750,0,95.75
3513,CAEX 714DI445,0,EMPTY,23.8928,11.86,2791.4275,,749,0,85
3514,CAEX 720DI555,0,EMPTY,27.6468,12.14,2791.4277,,754,0,96.25
3515,CAEX 717AB445,0,EMPTY,23.8928,11.86,2791.428,,747,0,74.25
3516,CAEX 715ABC465,0,EMPTY,28.704,13.8,2791.4282,,731,0,93.25
3517,CAEX 714DC455,0,EMPTY,26.8356,11.88,2791.4287,,769,0,152.75
3518,CAEX 710C545,0,EMPTY,24.0168,11.91,2791.429,,749,0,53
3519,CAEX 719DCI545,0,EMPTY,24.86,12.25,2791.4292,,747,0,84.75
3520,CAEX 723DC545,0,EMPTY,28.1772,12.31,2791.4294,,755,0,107.25
3521,CAEX 714DI446,0,EMPTY,26.8668,11.89,2791.4297,,752,0,85.5
3522,CAEX 720DI556,0,EMPTY,28.6764,12.47,2791.4299,,750,0,85.25
3523,CAEX 717AB446,0,EMPTY,25.2132,11.36,2791.4302,,753,0,85.5
3524,CAEX 715ABC466,0,EMPTY,28.9572,12.56,2791.4307,,750,0,74.5
3525,CAEX 714DC456,0,EMPTY,23.3472,11.64,2791.4309,,746,0,84.75
3526,CAEX 710C546,0,EMPTY,27.21,12,2791.4312,,753,0,96.25
3527,CAEX 719DCI546,0,EMPTY,25.2756,11.38,2791.4314,,752,0,74.75
3528,CAEX 723DC546,0,EMPTY,23.4216,11.67,2791.4316,,749,0,74.5
3529,CAEX 714DI447,0,EMPTY,27.4888,13.31,2791.4319,,738,0,83.75
3530,CAEX 720DI557,0,EMPTY,22.8732,10.61,2791.4321,,764,0,130.25
3531,CAEX 717AB447,0,EMPTY,25.2568,12.41,2791.4326,,746,0,53
3532,CAEX 715ABC467,0,EMPTY,27.054,11.95,2791.4329,,750,0,85
3533,CAEX 714DC457,0,EMPTY,27.2724,12.02,2791.4331,,752,0,85.5
3534,CAEX 710C547,0,EMPTY,23.0604,10.67,2791.4333,,752,0,85.25
3535,CAEX 719DCI547,0,EMPTY,25.9016,12.67,2791.4336,,747,0,74.25
3536,CAEX 723DC547,0,EMPTY,22.3056,11.22,2791.4338,,749,0,85
3537,CAEX 714DI448,0,EMPTY,27.216,13.2,2791.4341,,728,0,82.75
3538,CAEX 720DI558,0,EMPTY,24.9324,11.27,2791.4343,,767,0,152.5
3539,CAEX 717AB448,0,EMPTY,23.9672,11.89,2791.4348,,749,0,53
3540,CAEX 715ABC468,0,EMPTY,26.1804,11.67,2791.4351,,753,0,85.5
3541,CAEX 714DC458,0,EMPTY,23.4216,11.67,2791.4353,,749,0,63.75
3542,CAEX 710C548,0,EMPTY,24.5376,12.12,2791.4355,,748,0,85
3543,CAEX 719DCI548,0,EMPTY,29.6436,12.78,2791.4358,,751,0,85.25
3544,CAEX 723DC548,0,EMPTY,26.5236,11.78,2791.436,,751,0,85.25
3545,CAEX 714DI449,0,EMPTY,24.736,12.2,2791.4363,,748,0,74.25
3546,CAEX 720DI559,0,EMPTY,25.4056,12.47,2791.4368,,744,0,95
3547,CAEX 717AB449,0,EMPTY,26.2428,11.69,2791.437,,755,0,107.25
3548,CAEX 715ABC469,0,EMPTY,24.984,12.3,2791.4373,,736,0,73
3549,CAEX 714DC459,0,EMPTY,26.6796,11.83,2791.4375,,772,0,120.5
3550,CAEX 710C549,0,EMPTY,23.6696,11.77,2791.4377,,747,0,42.25
3551,CAEX 719DCI549,0,EMPTY,25.8372,11.56,2791.438,,753,0,85.5
3552,CAEX 723DC549,0,EMPTY,26.4472,12.89,2791.4382,,745,0,84.5
3553,CAEX 714DI450,0,EMPTY,29.55,12.75,2791.4387,,756,0,96.5
3554,CAEX 720DI560,0,EMPTY,24.4384,12.08,2791.439,,745,0,74
3555,CAEX 717AB450,0,EMPTY,26.6172,11.81,2791.4392,,752,0,96
3556,CAEX 715ABC470,0,EMPTY,26.2428,11.69,2791.4395,,750,0,95.75
3557,CAEX 714DC460,0,EMPTY,25.976,12.7,2791.4397,,748,0,85
3558,CAEX 710C550,0,EMPTY,27.1476,11.98,2791.4399,,750,0,85.25
3559,CAEX 719DCI550,0,EMPTY,26.1492,11.66,2791.4402,,754,0,96.25
3560,CAEX 723DC550,0,EMPTY,24.4632,12.09,2791.4407,,749,0,85
3561,CAEX 714DI451,0,EMPTY,25.3068,11.39,2791.4409,,750,0,85.25
3562,CAEX 720DI561,0,EMPTY,25.976,12.7,2791.4412,,732,0,83
3563,CAEX 717AB451,0,EMPTY,28.614,12.45,2791.4414,,768,0,141.75
3564,CAEX 715ABC471,0,EMPTY,26.8356,11.88,2791.4417,,750,0,53.25
3565,CAEX 714DC461,0,EMPTY,22.5288,11.31,2791.4419,,746,0,84.75
3566,CAEX 710C551,0,EMPTY,27.8964,12.22,2791.4421,,751,0,85.25
3567,CAEX 719DCI551,0,EMPTY,27.4596,12.08,2791.4424,,750,0,85.25
3568,CAEX 723DC551,0,EMPTY,23.496,11.7,2791.4429,,742,0,84.25
3569,CAEX 714DI452,0,EMPTY,25.7124,11.52,2791.4431,,754,0,107
3570,CAEX 720DI562,0,EMPTY,25.4304,12.48,2791.4434,,749,0,85
3571,CAEX 717AB452,0,EMPTY,28.146,12.3,2791.4436,,753,0,85.5
3572,CAEX 715ABC472,0,EMPTY,25.4004,11.42,2791.4438,,751,0,85.25
3573,CAEX 714DC462,0,EMPTY,23.31,10.75,2791.4441,,750,0,85.25
3574,CAEX 710C552,0,EMPTY,25.7528,12.61,2791.4443,,749,0,74.5
3575,CAEX 719DCI552,0,EMPTY,27.1168,13.16,2791.4448,,749,0,85
3576,CAEX 723DC552,0,EMPTY,25.8272,12.64,2791.4451,,730,0,83
3577,CAEX 714DI453,0,EMPTY,24.0276,10.98,2791.4453,,766,0,152.25
3578,CAEX 720DI563,0,EMPTY,24.7856,12.22,2791.4456,,748,0,53
3579,CAEX 717AB453,0,EMPTY,25.8272,12.64,2791.4458,,743,0,84.25
3580,CAEX 715ABC473,0,EMPTY,23.8432,11.84,2791.446,,748,0,95.5
3581,CAEX 714DC463,0,EMPTY,24.3708,11.09,2791.4463,,752,0,96
3582,CAEX 710C553,0,EMPTY,26.9292,11.91,2791.4468,,752,0,85.5
3583,CAEX 719DCI553,0,EMPTY,25.7032,12.59,2791.447,,744,0,84.5
3584,CAEX 723DC553,0,EMPTY,28.8636,12.53,2791.4473,,750,0,95.75
3585,CAEX 714DI454,0,EMPTY,24.3144,12.03,2791.4475,,748,0,95.5
3586,CAEX 720DI564,0,EMPTY,29.2068,12.64,2791.4478,,754,0,96.25
3587,CAEX 717AB454,0,EMPTY,24.5872,12.14,2791.448,,745,0,84.5
3588,CAEX 715ABC474,0,EMPTY,24.714,11.2,2791.4482,,752,0,96
3589,CAEX 714DC464,0,EMPTY,23.3472,11.64,2791.4487,,748,0,85
3590,CAEX 710C554,0,EMPTY,26.5216,12.92,2791.449,,736,0,94
3591,CAEX 719DCI554,0,EMPTY,25.8996,11.58,2791.4492,,762,0,140.5
3592,CAEX 723DC554,0,EMPTY,24.6828,11.19,2791.4495,,752,0,53.25
3593,CAEX 714DI455,0,EMPTY,24.6368,12.16,2791.4497,,748,0,74.25
3594,CAEX 720DI565,0,EMPTY,28.146,12.3,2791.45,,751,0,85.25
3595,CAEX 717AB455,0,EMPTY,24.3144,12.03,2791.4502,,746,0,84.75
3596,CAEX 715ABC475,0,EMPTY,25.2756,11.38,2791.4504,,751,0,96
3597,CAEX 714DC465,0,EMPTY,27.21,12,2791.4509,,751,0,85.25
3598,CAEX 710C555,0,EMPTY,26.0868,11.64,2791.4512,,751,0,85.25
3599,CAEX 719DCI555,0,EMPTY,27.366,12.05,2791.4514,,750,0,85.25
3600,CAEX 723DC555,0,EMPTY,23.2728,11.61,2791.4517,,749,0,85
3601,CAEX 714DI456,0,EMPTY,27.4908,12.09,2791.4519,,750,0,95.75
3602,CAEX 720DI566,0,EMPTY,29.9868,12.89,2791.4521,,754,0,96.25
3603,CAEX 717AB456,0,EMPTY,24.736,12.2,2791.4524,,743,0,73.75
3604,CAEX 715ABC476,0,EMPTY,25.9512,12.69,2791.4529,,738,0,104.75
3605,CAEX 714DC466,0,EMPTY,25.7124,11.52,2791.4531,,760,0,140.25
3606,CAEX 710C556,0,EMPTY,27.8112,13.44,2791.4534,,749,0,63.75
3607,CAEX 719DCI556,0,EMPTY,26.6796,11.83,2791.4536,,750,0,85
3608,CAEX 723DC556,0,EMPTY,23.9672,11.89,2791.4539,,748,0,84.75
3609,CAEX 714DI457,0,EMPTY,26.9432,13.09,2791.4541,,748,0,85
3610,CAEX 720DI567,0,EMPTY,25.3068,11.39,2791.4543,,755,0,96.5
3611,CAEX 717AB457,0,EMPTY,26.8688,13.06,2791.4548,,749,0,74.25
3612,CAEX 715ABC477,0,EMPTY,25.5564,11.47,2791.4551,,753,0,96.25
3613,CAEX 714DC467,0,EMPTY,23.744,11.8,2791.4553,,748,0,85
3614,CAEX 710C557,0,EMPTY,27.5844,12.12,2791.4556,,751,0,85.25
3615,CAEX 719DCI557,0,EMPTY,26.4924,11.77,2791.4558,,754,0,85.5
3616,CAEX 723DC557,0,EMPTY,23.744,11.8,2791.4561,,748,0,74.25
3617,CAEX 714DI458,0,EMPTY,26.5236,11.78,2791.4563,,750,0,85
3618,CAEX 720DI568,0,EMPTY,27.4888,13.31,2791.4568,,734,0,83.25
3619,CAEX 717AB458,0,EMPTY,25.3692,11.41,2791.457,,759,0,140.25
3620,CAEX 715ABC478,0,EMPTY,22.4296,11.27,2791.4573,,745,0,63.5
3621,CAEX 714DC468,0,EMPTY,25.0584,12.33,2791.4575,,749,0,95.75
3622,CAEX 710C558,0,EMPTY,27.0228,11.94,2791.4578,,752,0,85.25
3623,CAEX 719DCI558,0,EMPTY,24.9324,11.27,2791.458,,752,0,74.75
3624,CAEX 723DC558,0,EMPTY,21.6112,10.94,2791.4583,,748,0,85
3625,CAEX 714DI459,0,EMPTY,26.7696,13.02,2791.4585,,746,0,84.5
3626,CAEX 720DI569,0,EMPTY,27.366,12.05,2791.459,,754,0,107
3627,CAEX 717AB459,0,EMPTY,25.3312,12.44,2791.4592,,747,0,74.25
3628,CAEX 715ABC479,0,EMPTY,25.1508,11.34,2791.4595,,756,0,96.5
3629,CAEX 714DC469,0,EMPTY,27.21,12,2791.4597,,750,0,74.5
3630,CAEX 710C559,0,EMPTY,24.7856,12.22,2791.46,,746,0,84.75
3631,CAEX 719DCI559,0,EMPTY,25.4628,11.44,2791.4602,,752,0,96
3632,CAEX 723DC559,0,EMPTY,25.48,12.5,2791.4604,,729,0,93
3633,CAEX 714DI460,0,EMPTY,24.714,11.2,2791.4609,,770,0,142.25
3634,CAEX 720DI570,0,EMPTY,26.3676,11.73,2791.4612,,750,0,42.5
3635,CAEX 717AB460,0,EMPTY,23.496,11.7,2791.4614,,745,0,74
3636,CAEX 715ABC480,0,EMPTY,26.5236,11.78,2791.4617,,755,0,96.5
3637,CAEX 714DC470,0,EMPTY,27.1164,11.97,2791.4619,,753,0,74.75
3638,CAEX 710C560,0,EMPTY,25.4304,12.48,2791.4622,,746,0,63.5
3639,CAEX 719DCI560,0,EMPTY,26.2428,11.69,2791.4624,,750,0,95.75
3640,CAEX 723DC560,0,EMPTY,24.984,12.3,2791.4629,,749,0,74.5
3641,CAEX 714DI461,0,EMPTY,23.3472,11.64,2791.4631,,748,0,85
3642,CAEX 720DI571,0,EMPTY,25.2132,11.36,2791.4634,,752,0,85.25
3643,CAEX 717AB461,0,EMPTY,23,11.5,2791.4636,,744,0,84.5
3644,CAEX 715ABC481,0,EMPTY,22.8732,10.61,2791.4639,,752,0,96
3645,CAEX 714DC471,0,EMPTY,29.0196,12.58,2791.4641,,750,0,74.5
3646,CAEX 710C561,0,EMPTY,27.4888,13.31,2791.4644,,727,0,72.25
3647,CAEX 719DCI561,0,EMPTY,25.5564,11.47,2791.4648,,764,0,162.75
3648,CAEX 723DC561,0,EMPTY,24.736,12.2,2791.4651,,742,0,52.5
3649,CAEX 714DI462,0,EMPTY,31.0476,13.23,2791.4653,,751,0,106.5
3650,CAEX 720DI572,0,EMPTY,24.6828,11.19,2791.4656,,756,0,85.75
3651,CAEX 717AB462,0,EMPTY,23.8184,11.83,2791.4658,,744,0,63.25
3652,CAEX 715ABC482,0,EMPTY,26.3364,11.72,2791.4661,,750,0,95.75
3653,CAEX 714DC472,0,EMPTY,28.4268,12.39,2791.4663,,750,0,95.75
3654,CAEX 710C562,0,EMPTY,24.0416,11.92,2791.4666,,743,0,84.25
3655,CAEX 719DCI562,0,EMPTY,27.5532,12.11,2791.467,,756,0,107.25
3656,CAEX 723DC562,0,EMPTY,23.6944,11.78,2791.4673,,747,0,84.75
3657,CAEX 714DI463,0,EMPTY,28.146,12.3,2791.4675,,750,0,95.75
3658,CAEX 720DI573,0,EMPTY,25.7124,11.52,2791.4678,,752,0,85.25
3659,CAEX 717AB463,0,EMPTY,24.0168,11.91,2791.468,,748,0,85
3660,CAEX 715ABC483,0,EMPTY,27.4888,13.31,2791.4683,,730,0,93.25
3661,CAEX 714DC473,0,EMPTY,25.3692,11.41,2791.4685,,768,0,152.75
3662,CAEX 710C563,0,EMPTY,25.5876,11.48,2791.469,,750,0,53.25
3663,CAEX 719DCI563,0,EMPTY,28.7076,12.48,2791.4692,,750,0,85
3664,CAEX 723DC563,0,EMPTY,24.5376,12.12,2791.4695,,745,0,84.5
3665,CAEX 714DI464,0,EMPTY,24.116,11.95,2791.4697,,748,0,95.5
3666,CAEX 720DI574,0,EMPTY,23.5704,11.73,2791.47,,747,0,84.75
3667,CAEX 717AB464,0,EMPTY,26.7732,11.86,2791.4702,,750,0,106.5
3668,CAEX 715ABC484,0,EMPTY,27.3036,12.03,2791.4705,,752,0,96
3669,CAEX 714DC474,0,EMPTY,27.3036,12.03,2791.4709,,750,0,85
3670,CAEX 710C564,0,EMPTY,26.7108,11.84,2791.4712,,750,0,95.75
3671,CAEX 719DCI564,0,EMPTY,27.6468,12.14,2791.4714,,756,0,85.75
3672,CAEX 723DC564,0,EMPTY,24.24,12,2791.4717,,745,0,74
3673,CAEX 714DI465,0,EMPTY,27.99,12.25,2791.4719,,752,0,96
3674,CAEX 720DI575,0,EMPTY,23.0744,11.53,2791.4722,,744,0,84.5
3675,CAEX 717AB465,0,EMPTY,28.5204,12.42,2791.4724,,763,0,97.5
3676,CAEX 715ABC485,0,EMPTY,27.366,12.05,2791.4727,,752,0,64
3677,CAEX 714DC475,0,EMPTY,25.8996,11.58,2791.4731,,752,0,85.5
3678,CAEX 710C565,0,EMPTY,24.0168,11.91,2791.4734,,749,0,74.5
3679,CAEX 719DCI565,0,EMPTY,25.1824,12.38,2791.4736,,744,0,84.5
3680,CAEX 723DC565,0,EMPTY,29.1444,12.62,2791.4739,,752,0,96
3681,CAEX 714DI466,0,EMPTY,22.8512,11.44,2791.4741,,746,0,84.75
3682,CAEX 720DI576,0,EMPTY,26.8668,11.89,2791.4744,,750,0,95.75
3683,CAEX 717AB466,0,EMPTY,24.9324,11.27,2791.4746,,756,0,96.5
3684,CAEX 715ABC486,0,EMPTY,22.6528,11.36,2791.4751,,749,0,74.5
3685,CAEX 714DC476,0,EMPTY,25.9932,11.61,2791.4753,,754,0,85.75
3686,CAEX 710C566,0,EMPTY,25.4304,12.48,2791.4756,,747,0,63.5
3687,CAEX 719DCI566,0,EMPTY,24.8104,12.23,2791.4758,,748,0,85
3688,CAEX 723DC566,0,EMPTY,25.1196,11.33,2791.4761,,750,0,95.75
3689,CAEX 714DI467,0,EMPTY,25.8272,12.64,2791.4763,,742,0,84.25
3690,CAEX 720DI577,0,EMPTY,27.8964,12.22,2791.4766,,761,0,108
3691,CAEX 717AB467,0,EMPTY,23.8432,11.84,2791.4771,,742,0,52.5
3692,CAEX 715ABC487,0,EMPTY,26.43,11.75,2791.4773,,750,0,95.75
3693,CAEX 714DC477,0,EMPTY,24.5376,12.12,2791.4775,,744,0,95
3694,CAEX 710C567,0,EMPTY,28.7076,12.48,2791.4778,,756,0,107.5
3695,CAEX 719DCI567,0,EMPTY,25.8996,11.58,2791.478,,750,0,74.5
3696,CAEX 723DC567,0,EMPTY,25.2756,11.38,2791.4783,,751,0,85.25
3697,CAEX 714DI468,0,EMPTY,24.0168,11.91,2791.4785,,744,0,84.5
3698,CAEX 720DI578,0,EMPTY,29.2068,12.64,2791.479,,755,0,96.5
3699,CAEX 717AB468,0,EMPTY,26.1492,11.66,2791.4792,,750,0,74.5
3700,CAEX 715ABC488,0,EMPTY,24.9344,12.28,2791.4795,,744,0,84.5
3701,CAEX 714DC478,0,EMPTY,26.0868,11.64,2791.4797,,753,0,107
3702,CAEX 710C568,0,EMPTY,24.116,11.95,2791.48,,749,0,85
3703,CAEX 719DCI568,0,EMPTY,28.3816,13.67,2791.4802,,734,0,83.25
3704,CAEX 723DC568,0,EMPTY,26.6796,11.83,2791.4805,,762,0,140.5
3705,CAEX 714DI469,0,EMPTY,25.2568,12.41,2791.4807,,747,0,63.5
3706,CAEX 720DI579,0,EMPTY,24.8076,11.23,2791.4812,,755,0,96.5
3707,CAEX 717AB469,0,EMPTY,24.3144,12.03,2791.4814,,747,0,63.5
3708,CAEX 715ABC489,0,EMPTY,25.6784,12.58,2791.4817,,748,0,85
3709,CAEX 714DC479,0,EMPTY,23.4712,11.69,2791.4819,,748,0,85
3710,CAEX 710C569,0,EMPTY,29.4564,12.72,2791.4822,,752,0,96
3711,CAEX 719DCI569,0,EMPTY,25.604,12.55,2791.4824,,744,0,73.75
3712,CAEX 723DC569,0,EMPTY,24.6204,11.17,2791.4827,,752,0,106.75
3713,CAEX 714DI470,0,EMPTY,28.3956,12.38,2791.4832,,755,0,96.5
3714,CAEX 720DI580,0,EMPTY,26.2488,12.81,2791.4834,,745,0,74
3715,CAEX 717AB470,0,EMPTY,26.7108,11.84,2791.4836,,754,0,96.25
3716,CAEX 715ABC490,0,EMPTY,26.0868,11.64,2791.4839,,752,0,74.75
3717,CAEX 714DC480,0,EMPTY,26.43,11.75,2791.4841,,750,0,85
3718,CAEX 710C570,0,EMPTY,28.7076,12.48,2791.4844,,764,0,86.75
3719,CAEX 719DCI570,0,EMPTY,24.6616,12.17,2791.4846,,745,0,63.5
3720,CAEX 723DC570,0,EMPTY,22.9668,10.64,2791.4851,,756,0,96.5
3721,CAEX 714DI471,0,EMPTY,25.4304,12.48,2791.4854,,747,0,74.25
3722,CAEX 720DI581,0,EMPTY,23.2976,11.62,2791.4856,,749,0,95.75
